imdb_id,Domestic
tt0047034,562711.0
tt0087344,4116395.0
tt0074751,52614445.0
tt0091344,4711220.0
tt0089017,27398584.0
tt0089155,50612888.0
tt0097366,35150960.0
tt0089893,6948633.0
tt0091159,36611610.0
tt0091541,37499651.0
tt0090264,50327960.0
tt0087928,81198894.0
tt0089822,55600000.0
tt0091777,43579163.0
tt0093756,28061343.0
tt0098105,11567217.0
tt0120595,18319860.0
tt0119304,10493366.0
tt0165494,9257103.0
tt0124198,9898412.0
tt0155975,21485655.0
tt0120324,16316273.0
tt0120844,70187658.0
tt0120794,101413188.0
tt0128445,17105219.0
tt0138097,100317794.0
tt0089961,23717291.0
tt0089767,41410568.0
tt0089880,150415432.0
tt0083944,47212904.0
tt0095956,53715611.0
tt0089370,75973200.0
tt0088011,76572238.0
tt0088933,76113124.0
tt0094890,18924919.0
tt0079817,85182160.0
tt0084602,125049125.0
tt0089927,127873716.0
tt0100507,40946358.0
tt0088930,14643997.0
tt0090685,91258000.0
tt0091653,32324557.0
tt0087538,91077276.0
tt0091326,115103979.0
tt0097958,74363591.0
tt0128853,115821495.0
tt0120863,36400491.0
tt0133751,40283321.0
tt0129290,135026902.0
tt0120686,91137662.0
tt0120633,56709981.0
tt0120857,14401563.0
tt0118564,6330054.0
tt0145734,3970078.0
tt0120710,12017369.0
tt0120458,14036005.0
tt0093072,1576615.0
tt0091225,16295774.0
tt0091064,40456565.0
tt0090660,15945534.0
tt0072271,30859000.0
tt0092076,8025872.0
tt0099994,5765562.0
tt0110978,185898.0
tt0091877,71624879.0
tt0091605,7153487.0
tt0091306,29844101.0
tt0091738,41382841.0
tt0090555,174803506.0
tt0092493,109306210.0
tt0092105,21458229.0
tt0091991,27820000.0
tt0090863,52293982.0
tt0091187,42724017.0
tt0092086,39246734.0
tt0120683,4197729.0
tt0160862,63366989.0
tt0163984,15035.0
tt0120784,81526121.0
tt0145893,4398989.0
tt0124298,26511114.0
tt0139462,52880016.0
tt0120764,36850101.0
tt0155776,3117085.0
tt0132477,32570685.0
tt0151804,10827810.0
tt0137338,6852450.0
tt0134273,36663315.0
tt0098084,57469467.0
tt0105128,17092453.0
tt0106557,6980986.0
tt0085333,21017849.0
tt0084412,21095638.0
tt0065377,100489151.0
tt0072308,116000000.0
tt0063442,32589624.0
tt0065462,18999718.0
tt0069768,8844595.0
tt0068408,9043472.0
tt0067065,12348905.0
tt0071455,79666653.0
tt0078740,13015688.0
tt0122933,106885658.0
tt0142192,15164492.0
tt0139134,38773785.0
tt0120735,3753929.0
tt0120646,13898649.0
tt0144814,17762705.0
tt0094964,8038508.0
tt0118665,27250736.0
tt0141098,52900680.0
tt0160429,11993021.0
tt0049408,21300000.0
tt0120757,13263993.0
tt0133093,172076928.0
tt0147800,38178166.0
tt0129280,28544120.0
tt0154506,48482.0
tt0139239,16943454.0
tt0151738,55474756.0
tt0126250,10920544.0
tt0123964,64016268.0
tt0136244,1263279.0
tt0125659,370720.0
tt0120836,6552255.0
tt0120797,8408835.0
tt0120907,2856712.0
tt0137494,87704396.0
tt0138510,4152230.0
tt0087799,14418922.0
tt0099422,103738726.0
tt0120616,155385488.0
tt0118826,877621.0
tt0140379,16071990.0
tt0138414,871759.0
tt0120915,474544677.0
tt0082766,19032261.0
tt0078346,134451603.0
tt0081573,108185706.0
tt0086393,59950623.0
tt0094074,15681020.0
tt0073629,112892319.0
tt0084156,2573342.0
tt0125439,116089678.0
tt0139809,11916661.0
tt0126261,100590.0
tt0164085,2160710.0
tt0145660,206040086.0
tt0120802,10019109.0
tt0120855,171091819.0
tt0144214,102705852.0
tt0122541,18542974.0
tt0120731,167435.0
tt0130827,7267585.0
tt0142342,163479795.0
tt0119038,4071548.0
tt0099052,53208180.0
tt0158983,52037603.0
tt0120891,113804681.0
tt0162677,19288130.0
tt0163651,102561004.0
tt0158811,16625807.0
tt0120663,55691208.0
tt0139414,31770414.0
tt0161100,25059640.0
tt0087332,243578797.0
tt0097428,112494738.0
tt0157503,10571408.0
tt0171363,91411151.0
tt0141369,97403112.0
tt0162710,2087228.0
tt0149261,73648142.0
tt0132347,29762011.0
tt0163187,152257509.0
tt0054331,1830650.0
tt0096378,1883811.0
tt0091557,14302779.0
tt0091129,79817937.0
tt0088939,98467863.0
tt0091637,12303904.0
tt0091613,1301121.0
tt0091530,17218023.0
tt0091419,38982260.0
tt0093051,9518342.0
tt0092627,12640385.0
tt0144168,6262878.0
tt0129167,23159305.0
tt0167404,293506292.0
tt0155267,69305181.0
tt0131325,66384775.0
tt0120620,10115013.0
tt0165710,4217115.0
tt0113965,6858261.0
tt0077663,81640278.0
tt0091178,8033397.0
tt0088889,13086298.0
tt0077394,26518355.0
tt0080339,83453539.0
tt0118604,26570463.0
tt0089670,49364621.0
tt0085995,61399552.0
tt0095188,25537221.0
tt0094737,115227281.0
tt0100419,53470891.0
tt0102719,25104700.0
tt0119843,1897404.0
tt0096244,41292551.0
tt0107798,100768056.0
tt0085334,20640209.0
tt0133046,8951935.0
tt0176269,10667893.0
tt0156887,558598.0
tt0160401,14011454.0
tt0091278,24159872.0
tt0073802,27476252.0
tt0104839,45500797.0
tt0120657,32698899.0
tt0138304,10672566.0
